# Node-ID	solution type	event type	new arrangement at node	arrangement at parental node
14	exact solution	fusion	PF00112 PF08246 PF00112	PF00112 + PF08246 PF00112
14	exact solution	fusion	PF00118 PF01569	PF00118 + PF01569
14	exact solution	fusion	PF00135 PF00501 PF13193	PF00135 + PF00501 PF13193
14	exact solution	fusion	PF00135 PF00999	PF00135 + PF00999
14	exact solution	fusion	PF00137 PF17906	PF00137 + PF17906
14	exact solution	fusion	PF00149 PF14716 PF10391 PF14792 PF14791	PF00149 + PF14716 PF10391 PF14792 PF14791
14	exact solution	fusion	PF00168 PF00069 PF00433	PF00168 + PF00069 PF00433
14	exact solution	fusion	PF00169 PF00784 PF00373 PF00095	PF00169 PF00784 PF00373 + PF00095
14	exact solution	fusion	PF00171 PF00620	PF00171 + PF00620
14	exact solution	fusion	PF00171 PF04389	PF00171 + PF04389
14	exact solution	fusion	PF00194 PF12894	PF00194 + PF12894
14	exact solution	fusion	PF00225 PF00076	PF00225 + PF00076
14	exact solution	fusion	PF00225 PF00083	PF00225 + PF00083
14	exact solution	fusion	PF00227 PF00342	PF00227 + PF00342
14	exact solution	fusion	PF00245 PF08376 PF07701 PF00211	PF00245 + PF08376 PF07701 PF00211
14	exact solution	fusion	PF00270 PF00271 PF01359	PF00270 PF00271 + PF01359
14	exact solution	fusion	PF00270 PF00271 PF14438 PF06741 PF07145	PF00270 PF00271 + PF14438 PF06741 PF07145
14	exact solution	fusion	PF00335 PF00929	PF00335 + PF00929
14	exact solution	fusion	PF00378 PF00400	PF00378 + PF00400
14	exact solution	fusion	PF00435 PF00621	PF00435 + PF00621
14	exact solution	fusion	PF00474 PF14712	PF00474 + PF14712
14	exact solution	fusion	PF00498 PF13920	PF00498 + PF13920
14	exact solution	fusion	PF00538 PF00125 PF16211	PF00538 + PF00125 PF16211
14	exact solution	fusion	PF00567 PF00270 PF00271	PF00567 + PF00270 PF00271
14	exact solution	fusion	PF00567 PF12832	PF00567 + PF12832
14	exact solution	fusion	PF00579 PF01588 PF16046	PF00579 PF01588 + PF16046
14	exact solution	fusion	PF00581 PF00782	PF00581 + PF00782
14	exact solution	fusion	PF00617 PF00648 PF01067	PF00617 + PF00648 PF01067
14	exact solution	fusion	PF00637 PF00328	PF00637 + PF00328
14	exact solution	fusion	PF00651 PF01253	PF00651 + PF01253
14	exact solution	fusion	PF00651 PF07707 PF07534	PF00651 PF07707 + PF07534
14	exact solution	fusion	PF00664 PF00005 PF12762	PF00664 PF00005 + PF12762
14	exact solution	fusion	PF00728 PF02958	PF00728 + PF02958
14	exact solution	fusion	PF00752 PF00867 PF00849	PF00752 PF00867 + PF00849
14	exact solution	fusion	PF00782 PF10409	PF00782 + PF10409
14	exact solution	fusion	PF00788 PF00063	PF00788 + PF00063
14	exact solution	fusion	PF00808 PF13855 PF13927 PF07679	PF00808 + PF13855 PF13927 PF07679
14	exact solution	fusion	PF00858 PF02949	PF00858 + PF02949
14	exact solution	fusion	PF00858 PF09808	PF00858 + PF09808
14	exact solution	fusion	PF01074 PF09261 PF07748 PF08238	PF01074 PF09261 PF07748 + PF08238
14	exact solution	fusion	PF01094 PF10613 PF00060 PF03009	PF01094 PF10613 PF00060 + PF03009
14	exact solution	fusion	PF01239 PF03031	PF01239 + PF03031
14	exact solution	fusion	PF01266 PF01571 PF08669	PF01266 + PF01571 PF08669
14	exact solution	fusion	PF01302 PF00240	PF01302 + PF00240
14	exact solution	fusion	PF01359 PF00400	PF01359 + PF00400
14	exact solution	fusion	PF01395 PF01602	PF01395 + PF01602
14	exact solution	fusion	PF01416 PF03637	PF01416 + PF03637
14	exact solution	fusion	PF01429 PF04218	PF01429 + PF04218
14	exact solution	fusion	PF01431 PF00082 PF12580 PF12583	PF01431 + PF00082 PF12580 PF12583
14	exact solution	fusion	PF01510 PF02205	PF01510 + PF02205
14	exact solution	fusion	PF01593 PF02493	PF01593 + PF02493
14	exact solution	fusion	PF01607 PF00092	PF01607 + PF00092
14	exact solution	fusion	PF01663 PF00622	PF01663 + PF00622
14	exact solution	fusion	PF01753 PF00567	PF01753 + PF00567
14	exact solution	fusion	PF02138 PF00400 PF02146	PF02138 PF00400 + PF02146
14	exact solution	fusion	PF02145 PF00595	PF02145 + PF00595
14	exact solution	fusion	PF02148 PF00443 PF00270 PF00271 PF13959	PF02148 PF00443 + PF00270 PF00271 PF13959
14	exact solution	fusion	PF02148 PF00443 PF00728	PF02148 PF00443 + PF00728
14	exact solution	fusion	PF02204 PF12796 PF00023	PF02204 + PF12796 PF00023
14	exact solution	fusion	PF02469 PF04193	PF02469 + PF04193
14	exact solution	fusion	PF02535 PF08313	PF02535 + PF08313
14	exact solution	fusion	PF02544 PF11605 PF04157	PF02544 + PF11605 PF04157
14	exact solution	fusion	PF02733 PF02734 PF16491 PF01435	PF02733 PF02734 + PF16491 PF01435
14	exact solution	fusion	PF02953 PF08433	PF02953 + PF08433
14	exact solution	fusion	PF02985 PF02990	PF02985 + PF02990
14	exact solution	fusion	PF03016 PF09258 PF00319	PF03016 PF09258 + PF00319
14	exact solution	fusion	PF03097 PF13949 PF00102 PF00787 PF09325	PF03097 PF13949 PF00102 + PF00787 PF09325
14	exact solution	fusion	PF03098 PF00096 PF13912 PF00096	PF03098 + PF00096 PF13912 PF00096
14	exact solution	fusion	PF03151 PF02535	PF03151 + PF02535
14	exact solution	fusion	PF03155 PF00288 PF08544	PF03155 + PF00288 PF08544
14	exact solution	fusion	PF03371 PF06702	PF03371 + PF06702
14	exact solution	fusion	PF03372 PF01180	PF03372 + PF01180
14	exact solution	fusion	PF03435 PF00069	PF03435 + PF00069
14	exact solution	fusion	PF03722 PF00372 PF03723 PF03722 PF00372 PF03723	PF03722 PF00372 PF03723 + PF03722 PF00372 PF03723
14	exact solution	fusion	PF03810 PF02985	PF03810 + PF02985
14	exact solution	fusion	PF03850 PF03932	PF03850 + PF03932
14	exact solution	fusion	PF03939 PF00276 PF00179	PF03939 PF00276 + PF00179
14	exact solution	fusion	PF04096 PF12110 PF00134	PF04096 PF12110 + PF00134
14	exact solution	fusion	PF04176 PF01532	PF04176 + PF01532
14	exact solution	fusion	PF04188 PF10204	PF04188 + PF10204
14	exact solution	fusion	PF04499 PF00400	PF04499 + PF00400
14	exact solution	fusion	PF05175 PF01066	PF05175 + PF01066
14	exact solution	fusion	PF05225 PF00226	PF05225 + PF00226
14	exact solution	fusion	PF05225 PF03184	PF05225 + PF03184
14	exact solution	fusion	PF05225 PF03221	PF05225 + PF03221
14	exact solution	fusion	PF05334 PF01751 PF01131	PF05334 + PF01751 PF01131
14	exact solution	fusion	PF05557 PF05428	PF05557 + PF05428
14	exact solution	fusion	PF05649 PF02213	PF05649 + PF02213
14	exact solution	fusion	PF05670 PF01702	PF05670 + PF01702
14	exact solution	fusion	PF05773 PF00271 PF04408 PF07717	PF05773 + PF00271 PF04408 PF07717
14	exact solution	fusion	PF05978 PF00763 PF02882 PF01268	PF05978 + PF00763 PF02882 PF01268
14	exact solution	fusion	PF06212 PF00514 PF02985	PF06212 + PF00514 PF02985
14	exact solution	fusion	PF06372 PF00017 PF16454 PF00017	PF06372 + PF00017 PF16454 PF00017
14	exact solution	fusion	PF07651 PF01608 PF00903	PF07651 PF01608 + PF00903
14	exact solution	fusion	PF07679 PF13927 PF08395	PF07679 PF13927 + PF08395
14	exact solution	fusion	PF07738 PF16969	PF07738 + PF16969
14	exact solution	fusion	PF07776 PF12874 PF00096 PF13912 PF00096	PF07776 + PF12874 PF00096 PF13912 PF00096
14	exact solution	fusion	PF07885 PF03036	PF07885 + PF03036
14	exact solution	fusion	PF07934 PF00730 PF00995	PF07934 PF00730 + PF00995
14	exact solution	fusion	PF07992 PF01217	PF07992 + PF01217
14	exact solution	fusion	PF07993 PF00106	PF07993 + PF00106
14	exact solution	fusion	PF07993 PF05427	PF07993 + PF05427
14	exact solution	fusion	PF08385 PF08393 PF12774 PF17852 PF12775 PF17857 PF12780 PF12777 PF12781 PF03028 PF18198 PF18199 PF01094 PF07714 PF00211	PF08385 PF08393 PF12774 PF17852 PF12775 PF17857 PF12780 PF12777 PF12781 PF03028 PF18198 PF18199 + PF01094 PF07714 PF00211
14	exact solution	fusion	PF08423 PF01467	PF08423 + PF01467
14	exact solution	fusion	PF08449 PF00012	PF08449 + PF00012
14	exact solution	fusion	PF09811 PF13679	PF09811 + PF13679
14	exact solution	fusion	PF10345 PF08652	PF10345 + PF08652
14	exact solution	fusion	PF10408 PF04564 PF00025	PF10408 PF04564 + PF00025
14	exact solution	fusion	PF10558 PF00566	PF10558 + PF00566
14	exact solution	fusion	PF10584 PF00227 PF01423	PF10584 PF00227 + PF01423
14	exact solution	fusion	PF10613 PF00060 PF04083	PF10613 PF00060 + PF04083
14	exact solution	fusion	PF11601 PF02214 PF00520 PF11879	PF11601 PF02214 PF00520 + PF11879
14	exact solution	fusion	PF12017 PF00270 PF00271 PF16124	PF12017 + PF00270 PF00271 PF16124
14	exact solution	fusion	PF12171 PF00587	PF12171 + PF00587
14	exact solution	fusion	PF12248 PF02931	PF12248 + PF02931
14	exact solution	fusion	PF12248 PF11901 PF00097	PF12248 PF11901 + PF00097
14	exact solution	fusion	PF12409 PF00122 PF13246 PF00702	PF12409 PF00122 PF13246 + PF00702
14	exact solution	fusion	PF12796 PF00017 PF07714	PF12796 + PF00017 PF07714
14	exact solution	fusion	PF12796 PF00520 PF00067	PF12796 PF00520 + PF00067
14	exact solution	fusion	PF12796 PF00533	PF12796 + PF00533
14	exact solution	fusion	PF12796 PF02807 PF00217	PF12796 + PF02807 PF00217
14	exact solution	fusion	PF12796 PF13637 PF12796 PF13637 PF00023	PF12796 PF13637 + PF12796 PF13637 PF00023
14	exact solution	fusion	PF12796 PF13857 PF07724 PF10431	PF12796 PF13857 + PF07724 PF10431
14	exact solution	fusion	PF12816 PF00637	PF12816 + PF00637
14	exact solution	fusion	PF12862 PF18386 PF00642	PF12862 + PF18386 PF00642
14	exact solution	fusion	PF12874 PF00096 PF13912 PF13894 PF00096	PF12874 + PF00096 PF13912 PF13894 PF00096
14	exact solution	fusion	PF12874 PF13912 PF00096 PF13912 PF00096	PF12874 PF13912 PF00096 + PF13912 PF00096
14	exact solution	fusion	PF12894 PF00400 PF04003	PF12894 + PF00400 PF04003
14	exact solution	fusion	PF12937 PF00975	PF12937 + PF00975
14	exact solution	fusion	PF13019 PF00089	PF13019 + PF00089
14	exact solution	fusion	PF13181 PF00515	PF13181 + PF00515
14	exact solution	fusion	PF13306 PF13855 PF00560 PF13855	PF13306 PF13855 + PF00560 PF13855
14	exact solution	fusion	PF13344 PF13242 PF05827	PF13344 PF13242 + PF05827
14	exact solution	fusion	PF13359 PF08514	PF13359 + PF08514
14	exact solution	fusion	PF13415 PF09730	PF13415 + PF09730
14	exact solution	fusion	PF13417 PF00043 PF13417 PF00043	PF13417 PF00043 + PF13417 PF00043
14	exact solution	fusion	PF13499 PF03908	PF13499 + PF03908
14	exact solution	fusion	PF13532 PF03619	PF13532 + PF03619
14	exact solution	fusion	PF13639 PF00795	PF13639 + PF00795
14	exact solution	fusion	PF13679 PF01436	PF13679 + PF01436
14	exact solution	fusion	PF13705 PF02550 PF13336	PF13705 + PF02550 PF13336
14	exact solution	fusion	PF13774 PF00957 PF03665	PF13774 PF00957 + PF03665
14	exact solution	fusion	PF13774 PF01088 PF18031	PF13774 + PF01088 PF18031
14	exact solution	fusion	PF13855 PF00002	PF13855 + PF00002
14	exact solution	fusion	PF13855 PF07679 PF03098	PF13855 PF07679 + PF03098
14	exact solution	fusion	PF13855 PF12624	PF13855 + PF12624
14	exact solution	fusion	PF13870 PF12937 PF13516	PF13870 + PF12937 PF13516
14	exact solution	fusion	PF13894 PF12874 PF00096 PF13912 PF00096	PF13894 + PF12874 PF00096 PF13912 PF00096
14	exact solution	fusion	PF13894 PF13912	PF13894 + PF13912
14	exact solution	fusion	PF13927 PF00041 PF18861 PF00102	PF13927 + PF00041 PF18861 PF00102
14	exact solution	fusion	PF14523 PF04910	PF14523 + PF04910
14	exact solution	fusion	PF15409 PF01237 PF00478	PF15409 PF01237 + PF00478
14	exact solution	fusion	PF15936 PF08241	PF15936 + PF08241
14	exact solution	fusion	PF16026 PF00076	PF16026 + PF00076
14	exact solution	fusion	PF16499 PF17450 PF02820 PF12140	PF16499 PF17450 + PF02820 PF12140
14	exact solution	fusion	PF17921 PF00665 PF12259	PF17921 PF00665 + PF12259
14	exact solution	fusion	PF19088 PF03828 PF01805 PF01585	PF19088 PF03828 + PF01805 PF01585
14	exact solution	single domain emergence	PF11107	
14	exact solution	single domain emergence	PF12232	
14	exact solution	single domain emergence	PF14541	
14	exact solution	single domain loss		PF00068
14	exact solution	single domain loss		PF00436
14	exact solution	single domain loss		PF00584
14	exact solution	single domain loss		PF01133
14	exact solution	single domain loss		PF01242
14	exact solution	single domain loss		PF01521
14	exact solution	single domain loss		PF01581
14	exact solution	single domain loss		PF01636
14	exact solution	single domain loss		PF01779
14	exact solution	single domain loss		PF01781
14	exact solution	single domain loss		PF01951
14	exact solution	single domain loss		PF02100
14	exact solution	single domain loss		PF02109
14	exact solution	single domain loss		PF02229
14	exact solution	single domain loss		PF02290
14	exact solution	single domain loss		PF02582
14	exact solution	single domain loss		PF02585
14	exact solution	single domain loss		PF02597
14	exact solution	single domain loss		PF03066
14	exact solution	single domain loss		PF03083
14	exact solution	single domain loss		PF03179
14	exact solution	single domain loss		PF03479
14	exact solution	single domain loss		PF03604
14	exact solution	single domain loss		PF03669
14	exact solution	single domain loss		PF03694
14	exact solution	single domain loss		PF03715
14	exact solution	single domain loss		PF03973
14	exact solution	single domain loss		PF04097
14	exact solution	single domain loss		PF04135
14	exact solution	single domain loss		PF04178
14	exact solution	single domain loss		PF04419
14	exact solution	single domain loss		PF04503
14	exact solution	single domain loss		PF04627
14	exact solution	single domain loss		PF04718
14	exact solution	single domain loss		PF05051
14	exact solution	single domain loss		PF05160
14	exact solution	single domain loss		PF05254
14	exact solution	single domain loss		PF05281
14	exact solution	single domain loss		PF05434
14	exact solution	single domain loss		PF05486
14	exact solution	single domain loss		PF05608
14	exact solution	single domain loss		PF05835
14	exact solution	single domain loss		PF06093
14	exact solution	single domain loss		PF06331
14	exact solution	single domain loss		PF06374
14	exact solution	single domain loss		PF06377
14	exact solution	single domain loss		PF06396
14	exact solution	single domain loss		PF06541
14	exact solution	single domain loss		PF06645
14	exact solution	single domain loss		PF06679
14	exact solution	single domain loss		PF06726
14	exact solution	single domain loss		PF06809
14	exact solution	single domain loss		PF06818
14	exact solution	single domain loss		PF06963
14	exact solution	single domain loss		PF07035
14	exact solution	single domain loss		PF07074
14	exact solution	single domain loss		PF07297
14	exact solution	single domain loss		PF07896
14	exact solution	single domain loss		PF08315
14	exact solution	single domain loss		PF08660
14	exact solution	single domain loss		PF08737
14	exact solution	single domain loss		PF08806
14	exact solution	single domain loss		PF09072
14	exact solution	single domain loss		PF09177
14	exact solution	single domain loss		PF09184
14	exact solution	single domain loss		PF09415
14	exact solution	single domain loss		PF09446
14	exact solution	single domain loss		PF09774
14	exact solution	single domain loss		PF09806
14	exact solution	single domain loss		PF09813
14	exact solution	single domain loss		PF10203
14	exact solution	single domain loss		PF10251
14	exact solution	single domain loss		PF10264
14	exact solution	single domain loss		PF10392
14	exact solution	single domain loss		PF10441
14	exact solution	single domain loss		PF10502
14	exact solution	single domain loss		PF10780
14	exact solution	single domain loss		PF11315
14	exact solution	single domain loss		PF11415
14	exact solution	single domain loss		PF11594
14	exact solution	single domain loss		PF12317
14	exact solution	single domain loss		PF12456
14	exact solution	single domain loss		PF12656
14	exact solution	single domain loss		PF12861
14	exact solution	single domain loss		PF12884
14	exact solution	single domain loss		PF13881
14	exact solution	single domain loss		PF13926
14	exact solution	single domain loss		PF14138
14	exact solution	single domain loss		PF14892
14	exact solution	single domain loss		PF14933
14	exact solution	single domain loss		PF14952
14	exact solution	single domain loss		PF14990
14	exact solution	single domain loss		PF15001
14	exact solution	single domain loss		PF15012
14	exact solution	single domain loss		PF15018
14	exact solution	single domain loss		PF15061
14	exact solution	single domain loss		PF15188
14	exact solution	single domain loss		PF15346
14	exact solution	single domain loss		PF15389
14	exact solution	single domain loss		PF15633
14	exact solution	single domain loss		PF15786
14	exact solution	single domain loss		PF15798
14	exact solution	single domain loss		PF15873
14	exact solution	single domain loss		PF15879
14	exact solution	single domain loss		PF16029
14	exact solution	single domain loss		PF16033
14	exact solution	single domain loss		PF16672
14	exact solution	single domain loss		PF17123
14	exact solution	single domain loss		PF17308
14	exact solution	single domain loss		PF18037
14	exact solution	terminal emergence	PF00226 PF00684	PF00226 
14	exact solution	terminal emergence	PF05834 PF00732 PF05199	 PF00732 PF05199
14	exact solution	terminal emergence	PF13207 PF00406	 PF00406
14	exact solution	terminal emergence	PF15938 PF00583	 PF00583
14	exact solution	terminal loss	PF00004 PF17872	PF00004 PF17872 PF09079
14	exact solution	terminal loss	PF00008 PF07645 PF00008 PF12661 PF07645 PF00008 PF07645 PF00008 PF12661 PF00008 PF07645 PF00008 PF12661 PF00008 PF00066 PF06816 PF07684 PF12796	PF00008 PF07645 PF00008 PF12661 PF07645 PF00008 PF07645 PF00008 PF12661 PF00008 PF07645 PF00008 PF12661 PF00008 PF00066 PF06816 PF07684 PF12796 PF11936
14	exact solution	terminal loss	PF00051	PF00051 PF00090 PF07679
14	exact solution	terminal loss	PF00368	PF12349 PF00368
14	exact solution	terminal loss	PF00400 PF04053	PF00400 PF04053 PF06957
14	exact solution	terminal loss	PF00435 PF00018 PF00435	PF00435 PF00018 PF00435 PF13499 PF08726
14	exact solution	terminal loss	PF00530	PF00530 PF01186
14	exact solution	terminal loss	PF00615 PF00787 PF08628	PF02194 PF00615 PF00787 PF08628
14	exact solution	terminal loss	PF00757 PF01030 PF00041 PF07714	PF01030 PF00757 PF01030 PF00041 PF07714
14	exact solution	terminal loss	PF00780 PF10366	PF00780 PF10366 PF10367
14	exact solution	terminal loss	PF00941 PF03450 PF01315 PF02738	PF01799 PF00941 PF03450 PF01315 PF02738
14	exact solution	terminal loss	PF00982	PF00982 PF02358
14	exact solution	terminal loss	PF01085	PF01085 PF01079
14	exact solution	terminal loss	PF01119 PF08676	PF13589 PF01119 PF08676
14	exact solution	terminal loss	PF01266 PF16350 PF01571	PF01266 PF16350 PF01571 PF08669
14	exact solution	terminal loss	PF01400 PF00431 PF07645 PF00431	PF01400 PF00431 PF07645 PF00431 PF14670 PF00431
14	exact solution	terminal loss	PF01408	PF01408 PF02894
14	exact solution	terminal loss	PF01512	PF01512 PF10531 PF10589
14	exact solution	terminal loss	PF01562 PF01421 PF17771 PF00090	PF01562 PF01421 PF17771 PF00090 PF05986 PF19030
14	exact solution	terminal loss	PF01749 PF00514	PF01749 PF00514 PF16186
14	exact solution	terminal loss	PF01773	PF01773 PF07670 PF07662
14	exact solution	terminal loss	PF01835 PF17791 PF07703 PF00207 PF07678	PF01835 PF17791 PF07703 PF00207 PF07678 PF07677
14	exact solution	terminal loss	PF01926 PF16897	PF01926 PF16897 PF02824
14	exact solution	terminal loss	PF02014 PF06468 PF00090	PF02014 PF06468 PF00090 PF00014 PF19028
14	exact solution	terminal loss	PF02140	PF02140 PF16489 PF01825 PF00002
14	exact solution	terminal loss	PF02170 PF16488 PF02171	PF16486 PF08699 PF02170 PF16488 PF02171
14	exact solution	terminal loss	PF02194 PF00615	PF02194 PF00615 PF00787 PF08628
14	exact solution	terminal loss	PF02259 PF00454 PF02260	PF08064 PF02259 PF00454 PF02260
14	exact solution	terminal loss	PF02736	PF02736 PF00063 PF00612 PF01576
14	exact solution	terminal loss	PF02791 PF15612 PF15613 PF00628 PF00439	PF10537 PF02791 PF15612 PF15613 PF00628 PF00439
14	exact solution	terminal loss	PF02817 PF00198	PF00364 PF02817 PF00198
14	exact solution	terminal loss	PF02833	PF01368 PF02833
14	exact solution	terminal loss	PF02985 PF11865 PF02259	PF02985 PF11865 PF02259 PF08771 PF00454 PF02260
14	exact solution	terminal loss	PF03098 PF00036 PF01794 PF08022	PF03098 PF00036 PF01794 PF08022 PF08030
14	exact solution	terminal loss	PF03351 PF01082	PF03351 PF01082 PF03712
14	exact solution	terminal loss	PF04056	PF04056 PF07975
14	exact solution	terminal loss	PF04057	PF04057 PF01336 PF16900 PF08646
14	exact solution	terminal loss	PF04565 PF06883 PF00562 PF04560	PF04563 PF04565 PF06883 PF00562 PF04560
14	exact solution	terminal loss	PF04721	PF09409 PF01841 PF04721
14	exact solution	terminal loss	PF04734	PF04734 PF17048
14	exact solution	terminal loss	PF04928	PF04928 PF04926
14	exact solution	terminal loss	PF04960 PF12796	PF17959 PF04960 PF12796
14	exact solution	terminal loss	PF04998	PF04997 PF00623 PF04983 PF05000 PF04998
14	exact solution	terminal loss	PF05089 PF12972	PF12971 PF05089 PF12972
14	exact solution	terminal loss	PF05127 PF13718 PF13725	PF08351 PF05127 PF13718 PF13725
14	exact solution	terminal loss	PF05645	PF08221 PF05645
14	exact solution	terminal loss	PF06239	PF06239 PF14784
14	exact solution	terminal loss	PF07565	PF07565 PF00955
14	exact solution	terminal loss	PF07646	PF13418 PF13964 PF01344 PF07646
14	exact solution	terminal loss	PF07662	PF01773 PF07670 PF07662
14	exact solution	terminal loss	PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041	PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF07679 PF00041 PF00069 PF07679
14	exact solution	terminal loss	PF07837	PF07837 PF02971 PF04961
14	exact solution	terminal loss	PF08271	PF08271 PF00382
14	exact solution	terminal loss	PF08314	PF15492 PF08314
14	exact solution	terminal loss	PF08326 PF01039	PF00289 PF02786 PF02785 PF00364 PF08326 PF01039
14	exact solution	terminal loss	PF08368 PF08373	PF06743 PF08368 PF08373
14	exact solution	terminal loss	PF08393 PF12774	PF08393 PF12774 PF17852 PF12775 PF17857 PF12780 PF12777 PF12781 PF03028 PF18198 PF18199
14	exact solution	terminal loss	PF08523	PF08523 PF01381
14	exact solution	terminal loss	PF08801	PF08801 PF03177
14	exact solution	terminal loss	PF09380 PF08736	PF09379 PF00373 PF09380 PF08736
14	exact solution	terminal loss	PF09744	PF09744 PF11461
14	exact solution	terminal loss	PF09763	PF15277 PF09763
14	exact solution	terminal loss	PF10447	PF14382 PF10447
14	exact solution	terminal loss	PF11598	PF11598 PF07645 PF02412 PF05735
14	exact solution	terminal loss	PF12430	PF12537 PF12430
14	exact solution	terminal loss	PF12624 PF16908 PF06650	PF12624 PF16908 PF06650 PF16909
14	exact solution	terminal loss	PF12706	PF13691 PF12706
14	exact solution	terminal loss	PF12971 PF05089	PF12971 PF05089 PF12972
14	exact solution	terminal loss	PF13017	PF09011 PF13017
14	exact solution	terminal loss	PF13414 PF13431	PF13414 PF13431 PF13374
14	exact solution	terminal loss	PF13418	PF13418 PF13964 PF01344 PF07646
14	exact solution	terminal loss	PF14954 PF01562 PF13688	PF14954 PF01562 PF13688 PF17771
14	exact solution	terminal loss	PF15917	PF15917 PF12166
14	exact solution	terminal loss	PF16550	PF04683 PF16550
14	exact solution	terminal loss	PF16900 PF08646	PF04057 PF01336 PF16900 PF08646
14	exact solution	terminal loss	PF17907 PF00856	PF17907 PF00856 PF00397 PF08236
14	exact solution	terminal loss	PF18149 PF00270	PF18149 PF00270 PF00271 PF02889 PF00270 PF02889
14	exact solution	terminal loss	PF18151 PF02204	PF01754 PF18151 PF02204
14	exact solution	terminal loss	PF18376	PF00288 PF18376
14	exact solution	terminal loss	PF19031	PF19031 PF19032 PF19033
14	non-ambiguous solution	fission	PF01433 | PF11838	PF01433 PF11838
14	non-ambiguous solution	fission	PF17900 PF01433 | PF11838	PF17900 PF01433 PF11838
14	non-ambiguous solution	fusion	PF00078 PF17917 PF00665	PF00078 + PF17917 PF00665
14	non-ambiguous solution	fusion	PF00078 PF17917 PF00665	PF00078 PF17917 + PF00665
14	non-ambiguous solution	fusion	PF00096 PF12874 PF00096 PF13912 PF00096 PF12874	PF00096 PF12874 + PF00096 PF13912 PF00096 PF12874
14	non-ambiguous solution	fusion	PF00096 PF12874 PF00096 PF13912 PF00096 PF12874	PF00096 PF12874 PF00096 + PF13912 PF00096 PF12874
14	non-ambiguous solution	fusion	PF00096 PF12874 PF00096 PF13912 PF00096 PF12874	PF00096 PF12874 PF00096 PF13912 + PF00096 PF12874
14	non-ambiguous solution	fusion	PF00096 PF12874 PF00096 PF13912 PF00096 PF12874	PF00096 PF12874 PF00096 PF13912 PF00096 + PF12874
14	non-ambiguous solution	fusion	PF00096 PF13912 PF00096 PF13912 PF00096 PF12874 PF00096	PF00096 PF13912 PF00096 PF13912 + PF00096 PF12874 PF00096
14	non-ambiguous solution	fusion	PF00096 PF13912 PF00096 PF13912 PF00096 PF12874 PF00096	PF00096 PF13912 PF00096 PF13912 PF00096 + PF12874 PF00096
14	non-ambiguous solution	fusion	PF07679 PF13927 PF07679 PF13927 PF07679 PF00041 PF07679 PF00041	PF07679 + PF13927 PF07679 PF13927 PF07679 PF00041 PF07679 PF00041
14	non-ambiguous solution	fusion	PF07679 PF13927 PF07679 PF13927 PF07679 PF00041 PF07679 PF00041	PF07679 PF13927 + PF07679 PF13927 PF07679 PF00041 PF07679 PF00041
14	non-ambiguous solution	fusion	PF08205 PF13927 PF00041	PF08205 + PF13927 PF00041
14	non-ambiguous solution	fusion	PF08205 PF13927 PF00041	PF08205 PF13927 + PF00041
14	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00520	PF12796 PF00023 + PF12796 PF00520
14	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00520	PF12796 PF00023 PF12796 + PF00520
14	non-ambiguous solution	fusion	PF12796 PF13637 PF00023 PF00520	PF12796 PF13637 + PF00023 PF00520
14	non-ambiguous solution	fusion	PF12796 PF13637 PF00023 PF00520	PF12796 PF13637 PF00023 + PF00520
14	non-ambiguous solution	fusion	PF12874 PF00096 PF12874 PF00096 PF12874	PF12874 + PF00096 PF12874 PF00096 PF12874
14	non-ambiguous solution	fusion	PF12874 PF00096 PF12874 PF00096 PF12874	PF12874 PF00096 PF12874 PF00096 + PF12874
14	non-ambiguous solution	fusion	PF13637 PF12796 PF00023 PF12796 PF00023 PF12796	PF13637 + PF12796 PF00023 PF12796 PF00023 PF12796
14	non-ambiguous solution	fusion	PF13637 PF12796 PF00023 PF12796 PF00023 PF12796	PF13637 PF12796 PF00023 + PF12796 PF00023 PF12796
14	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00560 PF13855 PF00560 PF13855	PF13855 PF00560 + PF13855 PF00560 PF13855 PF00560 PF13855
14	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00560 PF13855 PF00560 PF13855	PF13855 PF00560 PF13855 PF00560 + PF13855 PF00560 PF13855
14	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00560 PF13855 PF00560 PF13855	PF13855 PF00560 PF13855 PF00560 PF13855 + PF00560 PF13855
14	non-ambiguous solution	fusion	PF13927 PF07679 PF07714	PF13927 + PF07679 PF07714
14	non-ambiguous solution	fusion	PF13927 PF07679 PF07714	PF13927 PF07679 + PF07714
